,text,sentiment
107,aku boleh ga jadi haters,positif
108,aku cuma ketawa njir nice buat erickolim,positif
109,aku cuma mo ngomong,positif
110,aku cuman kasih tau kak rik,positif
111,aku dari malaysia bang rick aku saport kamu bang haters kagak paham cenel loo bang,positif
112,aku dislike ah,positif
113,aku doain moga kamu dapet jt subscribe minggu kemudian turun amin,positif
114,aku dukung bang,positif
115,aku dukung bang erick,positif
116,aku dukung channel kamu rik,positif
117,aku dukung erick,positif
118,aku dukung erick aku bocah tahun ngebuly erick ngaca dulu,positif
119,aku dukung erik,positif
120,aku dukung kamu bang erik semangat bang kalau jangan banyak toxic bocah bocah niru toxic kamu bang,positif
121,aku dukung kamu bang sat,positif
122,aku dukung kamu bg,positif
123,aku dukung kamu kok bang sans ajh ngadepin haters stres mereka,positif
124,aku dukung kamu kok rick kamu punya cara yg cukup unik aku ekspres mantab d,positif
125,aku dukung kamu rick,positif
126,aku dukung kamu rick walaupun banyak haters aku dukung,positif
127,aku dukung kamu terus bang,positif
128,aku dukung kok,positif
129,aku fans berat eriko lim arap mah kw,positif
130,aku fans dead pool,positif
131,aku fans eriko lim ka cba bikin vidio yg banyak biar gua liat vdeo kk,positif
132,aku hatters eric,positif
133,aku hatters yg komen terus tiap video kok bacain di video,positif
134,aku heartes bukan haters,positif
135,aku islam slma aku g trsinggung bg erick banyak yg bilang ericko lim g pantes ngomong gitu kamu g pantes idup jls cara ngomongnya bg erick gitu gestur ny dasar fans tunda,positif
136,aku jadi sakid abis nonton video,positif
137,aku jonton channel selaku ketawa wkwkwkwk aku sangat hibur ads negatif nya dikit,positif
138,aku kalau banyak orng yg bilang konten guna ini ya itu mikir erik sudah bilang jangan tonton aja gampang,positif
139,aku kamu jangan hirau hatersnya kamu mending kamu ttp karya biar banyak subscribe,positif
140,aku kangen filty rick,positif
141,aku kangen intro erick yg dulu akhir pake good lah,positif
142,aku ken jadi soaper bang aku ken jadi soapers,positif
143,aku ken jadi soapers bang aku ken jadi soapers bang,positif
144,aku ko ada hatres,positif
145,aku komen pertama,positif
146,aku mah suport aja ama kamu bang kamu motivasi buat aku,positif
147,aku mau komentar nge hate,positif
148,aku mau tau pokok kamu colab sama bg qory,positif
149,aku ngakakakak ulang,positif
150,aku ngikutin kamu lama konten konten kamu hilang stres aku tysm,positif
151,aku ngkak nonton gnian wkwkwk,positif
152,aku nntn iklan hampir menit kaga gua skip,positif
153,aku nnton smbil makan wktu hampir muncrat nasi urik,positif
154,aku nonton fak,positif
155,aku nonton kok iklan bola,positif
156,aku nonton nya,positif
157,aku nonton penasaran taikkk wkwkw,positif
158,aku nonton video nonton komenya,positif
159,aku nonton yotub kamu lucu aja gitu,positif
160,aku nontonin ericko aku ken tau tipe tipe manusia aneh cipta tuhan walaupun liat salah mata aku yaaa manusia punya pilih hidup masing masuk haters kalau tuhan ciptain manusia se tipe hape pc alat kamu gunain sama speknya kalau semua sama asek kali sungai got garing idup tjoy wasalal lah,negatif
161,aku nyariin tombol subscriber nemu wkwk,positif
162,aku pengen komen hate biar dibacain dijadiin part sama erik,positif
163,aku percaya kamu adalah salah satu contoh internet personality,positif
164,aku pikir subscribers kamu bilang gitu cuman komen kalau ketemu langsung minta poto,positif
165,aku pribadi masalah mau se toxic apa elu aku fine fine aja mau elu bikin konten upnormal,positif
166,aku pribadi tidak masalah aku punya otak baik jadi aku pilih mana baik buat aku mana buruk diri aku,positif
167,aku salut sama kamu erick aku ambil postifnya kamu yg aku contoh walaupun kamu banyak haters kamu tak henti karya ericko lim,positif
168,aku selalu setia like vidio luh bang meski aku tau kontent luh kurang faedah aku tau luh butuh duit bang makan luh aku fakir like sama subscribe,positif
169,aku selalu untuk bang,positif
170,aku semenjak nonton erickontoru jujur hidup aku ubah parah aku jd toxic karuan temen sekolah aku kadang aku iseng teriak jalan temen aku tetep fun fun aja sama gua memang omong hitam percaya buat ku suci,positif
171,aku senang nonton pideo kamu aku anggap kamu sakit bg akakakakakakaka jdi kamu ngomong bner aku malah ketawa akakak,positif
172,aku sering nonton video kamu aku kaga subscribe nonton pas video lewat branda aku vvvv,positif
173,aku skip iklan biar kamu jadi kaya kasi aku sama kamu,positif
174,aku soapking jateng,positif
175,aku soapperzzzz,positif
176,aku sopport kamu bang sukses selalu,positif
177,aku subscribe buat ngebully kamu rik hehehe gpp like,positif
178,aku subscribe chanel kamu x bang,positif
179,aku subscribe kamu kamu kocak sayang bahasa kasar kamu takut nya bikin anak orok salah cerna,positif
180,aku subscribe kamu kamu sikap kaya orgil bang wkwkw,positif
181,aku subscribe kamu subscriber kamu tapi sampe sekarang aku pernah like ericko lim,negatif
182,aku subscribe kamu video kamu yang bikin aku ketawa,positif
183,aku subscribe permanen bang channel didik hehehe,positif
184,aku subscribe x bang akhir paidahnya jg ni chenel ujung video anjyaaayyy,positif
185,aku suka eriko kalau tonton tambah makin goblook n channel nya tolol,negatif
186,aku suka gaya kamu anjink manusia jaman now usah peduliin benci kamu jink,positif
187,aku suka kamu erick kontol,negatif
188,aku suport kamu terus bang kamu tu inspirasi hidup aku bang aku dlu subscribe kamu,positif
189,aku support kamu,positif
190,aku support kamu rick,positif
191,aku support kamu terus rik,positif
192,aku tantang kamu colab sama rando berani,positif
193,aku tau kamu kenal kamu usah ngeledek bikin lagu jelas semua manusia saudara bro,positif
194,aku tekan tombol subscribe kali bang,positif
195,aku telusur nyata dia komposisi coment video erick,positif
196,aku tetep dukung kamu ther jangan dengerin omngan yg enakin mungkin begitu dia cuma tau video sifat kamu smbng petakilan bgtu dia gatau hari kamu hati kamu kaya gmna jadi no komen bang,positif
197,aku tetep soapers dong wkwkwkwkkw,positif
198,aku tetep suport kamu channel donasi donasi sombong ngakuin youtubers indonesia,positif
199,aku tetep tonton bang soal lawa garing wkwkwkwk,positif
200,aku toxic wkwk aku bisa toxic au paling cuman ama emak doang toxic wkwk,positif
201,aku ttp dukung u bang rik,positif
202,aku tuju ama kamu bang erico,positif
203,aku tuju kamu bg ericko lim,positif
204,aku tuju sama kamu bang,positif
205,aku udah unsub kamu kapan,positif
206,aku ulang ulang terus anjay,positif
207,aku vans,positif
208,aku viwerlu bang i love you,positif
209,aku yakin walaupun yang bilang channel tidak mutu didik dia tetap nonton,positif
210,akua ganteng,positif
211,akun fake asu,positif
212,akwkwk intro ngentod,positif
213,akwoakwoakaoakakk terbaikkk bangsattttt tertawa,positif
214,alah hatters akmj kalian belum tau sifat asli erickolim padahal udh ada di channel nya si daylen bang erickolim toxic itu buat para subscriber alias buat konten adsens v gk percaya liat aja channel nya saints daylen,positif
215,alah kenapa harus haters ,positif
216,alahk jancok,positif
217,alas aku nonton ni channel cuman,positif
218,alay,negatif
219,albar turnama tm gelud lah haters miskin babi,negatif
220,alhamdulillah intronya kembali wkwk,positif
221,alhasil yg ngebully lo t e r d y a m v,positif
222,allah dajjal,positif
223,alphiandi yak wkwkw,positif
224,always absen bg eric,positif
225,always sad,positif
226,always soapers,positif
227,alwi isra lu blm tau sejarah erick cuk,positif
228,alya toxic kamu ngentod,positif
229,alya toxic omong kasar,positif
230,aman antum kalo ga manfaat dan ga menghibur jangan maksain jadi youtuber,positif
231,aman mhank,positif
232,ambil hikmah aja goblok,negatif
233,ambil hikmah stiap orang punya tuju isi vidionya orang trtentu yg ngerti,positif
234,ambil lucunya aja,positif
235,ambil yang baik buang yang buruk yah walau pun gak ada yang baik juga sih manusia punya akal pikiran kalo yang buruk yang dicontoh ya yang bego orangnya bukan content creatornya bangsaaat kasian bapak emak lu ngentot tengah malem keringetan sampe lecet kalo keluarnya orang kaga punya otak yang gak bisa bedain bener sma salah ,negatif
236,ambil yg baik nya abai yg buruk nya cuk yg penting hepyyy kwkekw,positif
237,amin,positif
238,ammin,positif
239,an dika btw itu poto gw tahun lalu,positif
240,anak haram,positif
241,anak haram orang,positif
242,anak hasil ngelonte orang,positif
243,anak jahannam,positif
244,anak kecil aku doang ni,positif
245,anak kentot ah,positif
246,anak muda bisa nerima erik yang bisa nerima arti pernah muda,positif
247,anak pinter aja yg uda tau isinya konten ngga berfaedah tapi masih ttep di tonton dan ngomen kaga jelas berasa paling bener aja,negatif
248,anak sule kamu,positif
249,anak yg dibwh th jangan kasih hp lah ajg baru umur segitu sekolah dlu yg bener,positif
250,anan masyarakat sangat menghiburrr wkwkkw,positif
251,anang burhan erick kuat ya bawa qorygore,positif
252,anda mau memek klo mau buka aja google bgsd klo gk bisa pake vpn bgsd sorry gw ngegas karna gw erickolim account kedua bgsd hiya hiya hiya,negatif
253,anda orang jawa mari belajar dan melestarikan budaya jawa,positif
254,andi fajar kata lo cari subciriber murah nyuru nyuruh orang hapus chanel,positif
255,ane dukung kamu ric,positif
256,ane lapar bang,positif
257,ane netral tidak,positif
258,anggap ajah haters itu jemboeut yang muncul,positif
259,anggep aja bencong toket,negatif
260,anggita rumah mu di mana ketemuan a cok,positif
261,anime campur bagi lu bagi orang lain hah,positif
262,anime campur makanya kalok ngomong dipikir mas jangan langsung nyerobot kayak jalan raya aja wkwkwkwkwk otak teri otak teti,positif
263,anime campur sekarang gw tanyak kenapa orang kalok ketemu ericko lim selalu minta fotbar berati udah terkenal kan udah sampai penjuru udah banyak yang kenal berati istilah yang pasti udah terkenal dan bisa disebut jg artis orang kebanyakan coli ya gini nih,positif
264,anj kok ada my lord qorygore,positif
265,anj nk kamu buncit ganteng mana nenen kamu aja gede sama kim hidung pesek jepit toket,positif
266,anjaay kok kayak gmna gitu kont,positif
267,anjai auto ngakak ru l,positif
268,anjay,positif
269,anjay intro baru ericko lim tobat intro yg lama wkkwkw tw dosa rupaya el,negatif
270,anjay intro legend,positif
271,anjay intro nya,positif
272,anjay lu lim ,positif
273,anjay v,positif
274,anjayy kses terus bang salam shoapers bal fans eriko like sini,positif
275,anjayyy komen kaya jadi haters ahhh,positif
276,anjayyy seksi banget pentil anjayyyyyyyy,positif
277,anjeng berbau gore haha,positif
278,anjeng ngaka gw rick liatkoment haters lu wkwkwk,positif
279,anjeng tiap nonton kamu rik jari gua slalu siap buat teken volume takut jumscare ape cuma gua yg gin wkwk punya channel mau ngapain emang situ gedein chanellnya liat proses bro jangan hasil fuck the haters,positif
280,anjenk bang erick wkwkwk,positif
281,anjenk muke lu udh kaya uya kuya bgst,positif
282,anjerr iklan gue kok gak bisa di skip sih xd,positif
283,anjerrr gua nonton iklan mulu bgst wkwk gua ngesubs kamu bukan arti kamu gblk bukan banhg orang orang jelas ngehate kamu kamu pikir bikin video pake otak terus ngeditnya blom apa banyak lah gua ngedukung kamu bang moga aja kamu jaya terus fokus to karir kamu aja,positif
284,anjg aku g berani ngebesarin volume bcs pake headset takut tuli,positif
285,anjg lah gua like video lu terus lu ga pernah like comment gua like coment gua skali aja btw qorygore g ikut ytb rewind,positif
286,anjiiing gua kangen pas elu main pb,positif
287,anjiiirrrr aku ngakakk lanjut toll,positif
288,anjiingg aku fans berat ama kamu bg eric moga lancar terus y ganbatte,positif
289,anjing ada qorygaaaahhhhh bro bro wkwkwkwk mantap rick,negatif
290,anjing aku minum jadi pindah hidung air bangsaattt wkwkwk,negatif
291,anjing jujur aku suka sama channel elu tiap kamu upload aku tonton ape kelar,negatif
292,anjing lu goblok tapi gua suka video lu jadi gw subscribe,negatif
293,anjing nasehat nya anjay bnr terusin lah aku suka i love you erickontolim,negatif
294,anjink aku tertawa bangsad hahaahaha,positif
295,anjink ending nya dilamain biar adsens ngalir ber banyak nih klo lebih toxic lu,positif
296,anjink iklan nya bisa skipp,positif
297,anjink iklan nya ga bisa di skipp,positif
298,anjink intro jmn old is back v,positif
299,anjink lo,positif
300,anjink ngukuk gua bang,positif
301,anjink tertawa gua liat nya adi kenal kamu gara gara penasaran ericko t siapa,positif
302,anjink wlau soapers kq gw seneng liat loe nyampah peppek memang mantap kontol kau memek kentod,negatif
303,anjinnkk tertawa aku,positif
304,anjir ada bang qory,negatif
305,anjir ada dewa gemah qorygore,negatif
306,anjir bando wkwkw,negatif
307,anjir bisa ada efek instagramnya wkwkwk,negatif
308,anjir gua baru nang kucing aku mati liat video langsung ketawa,negatif
309,anjir gua ngakak bgt,negatif
310,anjir gw dapet iklan bgst,negatif
311,anjir intro legend balik lgi kwkwkkwkwkwkwkwkwk,negatif
312,anjir intro legend wkwkwkwkw,negatif
313,anjir ko ada qorygore,negatif
314,anjir lipetan nya,negatif
315,anjir lol,negatif
316,anjir nonton channel lu wajib make headset bang wkwkwkw,negatif
317,anjir opening nya bkn ngakakmong serius suka bikin motivasi anjing,negatif
318,anjir terakiran aja ada iklan anjir wkwkw,negatif
319,anjir tertawa,negatif
320,anjirr muka nya warpath sama daylen jahahhahahahahaha ngakak,positif
321,anjirr pada baper tuh yg komen ten doang,positif
322,anjirr parahh v,positif
323,anjirrr gilaa nihh haters nya ericko lim,positif
324,anjirrr intronya,positif
325,anjng dah wkwkwkkw jadi pengen jadi haters erick mantaaapp,positif
326,ankuu gaming nah ini panutan,positif
327,ankuu gaming yogs betul bgt cok,positif
328,antara golden ama silvier,positif
329,anti anti baper clubanya suka sama lu tapi gua nonton video lo buat hiburan doang  inget aja lah bang hanya pohon berbuah yg di lempari batu kayu tai jembut hate ah mana tau dibaca eric kontol ,negatif
330,anti anti hatters club,positif
331,anti anti skip clun hd gua tinggi in,positif
332,anti pantad typyd si erick mah,positif
333,anti sekip kleb,positif
334,anti sekip sekip club,positif
335,anti sensor sensor club bilang kinthil gk di sensor,positif
336,anti skip bangoooott ,positif
337,anti skip club,positif
338,anti skip iklan,positif
339,anti skip iklan biar bisa nambah dana buat yt rewind k wkwkkw,positif
340,anti skip iklan club mana like nya wkwk,positif
341,anti skip klub,positif
342,anti skip skip club,positif
343,anti skip skip club biar lo bisa makan tod,positif
344,anti skip skip club indonesia,positif
345,anti skip skip club tapi lo banyak lemak nya lemak gendut,negatif
346,anti skip skip cuk,positif
347,anti skip skip iklan,positif
348,anti skip skip iklan club dapet apa nihh rickk,positif
349,anti skip skip iklan club tetap stay anjing btw gw suka chanel ini anjing,negatif
350,anti skip skip sabun eh iklan,positif
351,anti skipp skipp iklan gantiin buat,positif
352,anu lu kecil,positif
353,anying opening nya nyolong jesnolumutan eeeeeh maksutnya jesnolimit,positif
354,aowkaowk babi x ngakak gw asu,negatif
355,apa,positif
356,apa aku kesini sg nya obby belum g prnh wkwkwk,positif
357,apa an hatter bawa berkah,positif
358,apa arti toxic bro erickolim,positif
359,apa artinya like,positif
360,apa bener gan kalau saia menaburkam rumah sekitar ular usir garam,positif
361,apa cmn saya yg anti skip club,positif
362,apa cuma aku doank yg ngerasa,positif
363,apa cuma aku yg hibur nonton bang eriko tertawa wkwkwkw,positif
364,apa cuma aku yg nonton vidio erico lim iklan nya kaga aku skip,positif
365,apa cuma aku yg pertama kali liat erickolim curhatt,positif
366,apa cuma gua di vidio ini yang sange sama kimi hime,negatif
367,apa cuma gua mikir kalau ni youtuber youtuber paling tau diri,positif
368,apa cuma gua yg nnton chanel ni makhluk slalu pke headset,positif
369,apa cuma gua yg pause pas gambar motong jembud,negatif
370,apa cuma gua yg sini kalok nontn chanelnya eric pakek henset biar kedengeran org yg dekat gua wkwkk aku kesel aku buka channel kamu langsung ketawa tertawa gara toxic kamu bang,positif
371,apa cuma gue yg gak pernah skip,positif
372,apa cuma gw yang nntn bareng emak v,positif
373,apa cuma gw yang subs eriko murni dari hati nurani,positif
374,apa cuma gw yg ngerasa ericko lim keturunan cina v,positif
375,apa cuma perasaan gue aja klo editan si eric niru pewdiepie klo iya brrti si eric kurang kreatif,positif
376,apa cuman aku yg bukan haters sini akaemjeh,positif
377,apa cuman gua nonton tiap vidio elu rick kagak subscribe,positif
378,apa cuman gua video erik jarang dapet iklan,positif
379,apa cuman gw yang ga berani skip iklan  yang laen ada gak ya gw termasuk haters,positif
380,apa fans tunda,positif
381,apa gak terima,positif
382,apa gua jadi haters kamu komen gua baca eaa,positif
383,apa gua tertawa dup asi gore buat conten kami soapers,positif
384,apa gw harus jadi hater biar koment gw di baca,positif
385,apa hak baca komen,positif
386,apa hak tanya,positif
387,apa hubungannya ama pantat sih,negatif
388,apa kamu ngomong kasar aja,positif
389,apa sih enakx jadi hatters,positif
390,apa sih faedahnya hatersin karya orangik wik wik wik wik wik oh oh oh oh oh oh oh oh oh oh,positif
391,apa takut di contoh g salah bang bukannya lu yang nyontoh filthy prank ,positif
392,apa tangan mu tato,positif
393,apa yg haters bilang usah peduli bang aku terus support kamu terus karya aja bang,positif
394,apaapaan iklan menit gua skip setan video sangat faedah knp kamu cpet sukses aja njiirrrr bikin gua eneg liat kamu jt subscribe mending salip atta cara kamu yg gua jdiin panutan,negatif
395,apakah aku harus jadi haters mu bang biar bisa kamu baca,positif
396,apalu kata smp sma kata anak remaja woy udah bedain mana baik mana buruk dulu gua inget banget malah smp ajar cara hadap globalisasi salah satu sifat selektif nah sini anak smp arti udah diajarin seperti bagaimana sma gaush dibilangin lg kalau tiru anak goblok,negatif
397,apasi,positif
398,apasi babi gajelas ngntod,negatif
399,apasiii sampah,negatif
400,apip pekan baru,positif
401,arap,positif
402,arap aja tato,positif
403,arap fans botjah,positif
404,arap goblok,negatif
405,ari jr,positif
406,arifin gt hahha iyaa bnr tuh,positif
407,arti luh gx butuh subscribe donk,positif
408,arti mungkin posisi kamu sama dia jd pas kamu liat org yg senasip ama kamu kamu rasa kalau pernah ngerasain itu itu yg buat kamu ketawa sadar,positif
409,as well as make me happy is oke ,positif
410,asal muasal haters iblis,positif
411,asbi poci hai nak,positif
412,asddaadxjsjansb,positif
413,asekkkk kembali lagi opening legend asu wkwkw,positif
414,ashaduallahila haillah waashaduana muhammadrasullah,positif
415,ashiaap,positif
416,ashu iklan keluar,positif
417,ashyhadu allaa ilaaha illallah wa ashyhadu anna muhammadar rasuulullah v,positif
418,asik konten baru kkkk,positif
419,asik mantaf,positif
420,asik sering upload cari pundi duid,positif
421,asikk gaya low kon aku ska gya low,positif
422,asin asin keremes coy,positif
423,asin kremes,positif
424,asin kremes dong wkwkwkwk ngangkang,positif
425,asin kyak rasa memekab beri heaters kata mutiara coy,positif
426,asli bijak bgt akhir nya wkwk,positif
427,asli haters tadi otak nya tertawa,positif
428,asli ngakak,positif
429,asli semenjak gw subscribe chanel lo mulut gw udh kayak bonbin bully negara,positif
430,asli tertawa terus pas baca komen haternyapalagi yg beli subscribe jt anjrit hahahaha,positif
431,asssu,positif
432,astafirloh halazim,positif
433,astaga gw terjebak di channel autis,negatif
434,astagfirullah,positif
435,astaqfirullah tobat bro tobat kita ini sesama manusia kita di ciptakan untuk berbuat baik bukan malah nge bully orang luu itu sadar bro di dunia ini tak ada yang sempurna jadi please stop nge hina erickolim pliss,negatif
436,asu first cok,positif
437,asu haters lo makin panas neh klo liat ini,positif
438,asu i need pussy wkwkwk bang,positif
439,asu iklan nya kondom,positif
440,asu ngerusakin nama belakang aku,positif
441,asupan wkwkwk,positif
442,asw iklan tik tod,positif
443,asw kaget gua opening nya,positif
444,asw tertawa ajg,positif
445,asw v,positif
446,at konten love haters lah biar seru wkwk,positif
447,at least ericko ga kayak laurentius rand,positif
448,atau yg ngebacotin di sini rapstrounot,positif
449,ateam mana subscribe yah,positif
450,ati rik kaum yara pada ngumpul klo lu nunjukin pentil lu  balik maen pb sama lol lagi ric,positif
451,au ah gajelas tot,positif
452,au jangan utus teroris isis men takedown chanel agama paling family friendly dunia is this konspirasi iluminati,positif
453,auto counter njing wkwkwk,positif
454,auto dislike,positif
455,auto kaya,positif
456,auto kecilin volume,positif
457,auto kecilin volume gw rick nonton video lu ya tapi bener juga sih tapi tapi,negatif
458,auto ngakak anjinkk channel pendidikan h liat di yutub,positif
459,auto tertawa g,positif
460,auto tertawa hahah,positif
461,auto toxic anjrr v,positif
462,auto unlike,positif
463,awal aku sempet muak liat muka kamu nongol rick telah aku sering nonton video kamu dadak aku jd respect up terus channel agama terfamily friendly,positif
464,awal nya aku subscribe terus aku unsub terus waktu aku pusing masalah aku real aku coba buka video lucu yt ketemu ama ni channel anjinx aku nonton aku malah ketawa orang gila mayan ngilangin stress tingkah gila ni anjinx thanks dah pokok auto subscribe n like aku,negatif
465,awang kece artis dari mananya bocin,positif
466,awang kece b aja gw ngeliatnya,positif
467,awas adegan ,positif
468,awas kamu macam macam sama kime ku tak segan segan,positif
469,awas nanti lu malah giveaway akun lagi wkwk,positif
470,awas ntar jadi musryik,positif
471,awekwekwek sekali sindir mampos ea,positif
472,awkawkakwkawk ,positif
473,awkawkawkawkaw,positif
474,awkwkwkw tertawa kamu ganteng bang sexy hahaha,positif
475,awkwwkwkowkw,positif
476,awoakwoakwoak nangid,positif
477,awokawok,positif
478,awokawokawok,positif
479,awoke,positif
480,awokokokokokoko wtf greged,positif
481,awokwokwokwk gunawan sate,positif
482,awto kena take down yt,positif
483,ayam goreng sedap,positif
484,ayo bang gua dukung buat challenge ter gila kontoru memekosik wik wik,negatif
485,ayo gaes kita satukan channel ericko limmm musnakan hatter hater peler konntoll laknant ini,positif
486,ayo hateess komen terosss,positif
487,ayo lah haters drpd sibuk komen jelas mending cr duit beli bmw orng yg u hina kalau cocok sama u tidak ush liat banyak yg lain erico cm hibur lucu an aja lah baperan,negatif
488,ayo main coc,positif
489,ayo mampir ke channel gua subscribe ntar kalo mau di subsback comment di video gua aja,positif
490,ayo rame rame unsubcribe chanel,positif
491,ayo rame report konten seksual,positif
492,ayo semangat erik aku bantu kamu bisa aku rik,positif
493,ayo unsuscribe,positif
494,ayok kita gerakan ubsubs erikolim dalam bulan ini ,positif
495,azam kazama yg salah,positif
496,azek intro,positif
497,aziz zidhan v,positif
498,b a u m m k,positif
499,b aja,positif
500,baaaaaaaccccoooottttt,positif
501,baca jeng,positif
502,baca kntl,positif
503,baca komen aku plz wkwj aku ngebacot,positif
504,baca komen denger triak hantu edit kamu awto lempar hp,positif
505,baca komen gw ini dong sekalian promotin ig gw maaqinthara muah,positif
506,baca komen haters pacar kamu dong,positif
507,baca komen haters part dong kontlo yg tuju likean untuk tiru,positif
508,baca komen nya orang goblok nyata seru v,negatif
509,baca komen please ,positif
